2017-05-23, 12:19:17.3278, 37035, 120, 1, GetImages
2017-05-23, 12:19:19.0400, 37041, 42, 1, GetImages
2017-05-23, 12:19:48.1392, 37041, 129, 1, GetImages
2017-05-23, 12:20:11.2741, 37041, 203, 1, GetImages
2017-05-23, 12:20:34.5622, 37041, 263, 1, GetImages
2017-05-23, 12:21:02.6094, 37041, 310, 1, GetImages
2017-05-23, 12:21:25.7462, 37041, 371, 1, GetImages
2017-05-23, 12:21:50.4892, 37041, 429, 1, GetImages
2017-05-23, 12:22:16.2214, 37041, 478, 1, GetImages
2017-05-23, 12:22:46.4421, 37041, 538, 1, GetImages
2017-05-23, 12:23:13.0782, 37041, 593, 1, GetImages
2017-05-23, 12:23:39.3786, 37041, 656, 1, GetImages
2017-05-23, 12:24:03.2322, 37041, 713, 1, GetImages
2017-05-23, 12:24:29.0847, 37041, 767, 1, GetImages
2017-05-23, 12:24:59.3283, 37041, 824, 1, GetImages
2017-05-23, 12:25:23.8154, 37041, 895, 1, GetImages
2017-05-23, 12:25:48.2677, 37041, 955, 1, GetImages
2017-05-23, 12:26:12.1595, 37041, 1015, 1, GetImages
2017-05-23, 12:26:37.7995, 37041, 1081, 1, GetImages
2017-05-23, 12:27:08.0595, 37041, 1141, 1, GetImages
2017-05-23, 12:27:34.2011, 37041, 1212, 1, GetImages
2017-05-23, 12:27:57.2858, 37041, 1284, 1, GetImages
2017-05-23, 12:28:21.7686, 37041, 1337, 1, GetImages
2017-05-23, 12:28:47.4106, 37041, 1398, 1, GetImages
2017-05-23, 12:29:09.6771, 37041, 1470, 1, GetImages
2017-05-23, 12:29:32.2226, 37041, 1527, 1, GetImages
2017-05-23, 12:30:00.2435, 37041, 1592, 1, GetImages
2017-05-23, 12:30:22.9553, 37041, 1675, 1, GetImages
2017-05-23, 12:30:45.0473, 37041, 1727, 1, GetImages
2017-05-23, 12:31:09.8807, 37041, 1789, 1, GetImages
2017-05-23, 12:31:36.8554, 37041, 1857, 1, GetImages
2017-05-23, 12:32:03.0147, 37041, 1900, 1, GetImages
2017-05-23, 12:32:26.4731, 37041, 1986, 1, GetImages
2017-05-23, 12:32:52.8547, 37041, 2059, 1, GetImages
2017-05-23, 12:33:19.1214, 37041, 2127, 1, GetImages
2017-05-23, 12:33:49.4526, 37041, 2190, 1, GetImages
2017-05-23, 12:34:18.8184, 37041, 2233, 1, GetImages
2017-05-23, 12:34:43.2279, 37041, 2318, 1, GetImages
2017-05-23, 12:35:08.1698, 37041, 2383, 1, GetImages
2017-05-23, 12:35:35.0916, 37041, 2443, 1, GetImages
2017-05-23, 12:36:01.6835, 37041, 2511, 1, GetImages
2017-05-23, 12:36:27.4475, 37041, 2579, 1, GetImages
2017-05-23, 12:36:56.4404, 37041, 2647, 1, GetImages
2017-05-23, 12:37:25.9625, 37041, 2711, 1, GetImages
2017-05-23, 12:37:56.3622, 37041, 2748, 1, GetImages
2017-05-23, 12:38:27.1766, 37041, 2837, 1, GetImages
2017-05-23, 12:38:54.3900, 37041, 2911, 1, GetImages
2017-05-23, 12:39:18.6718, 37041, 2970, 1, GetImages
2017-05-23, 12:39:46.5909, 37041, 3041, 1, GetImages
2017-05-23, 12:40:13.1588, 37041, 3104, 1, GetImages
2017-05-23, 12:40:40.0130, 37041, 3172, 1, GetImages
2017-05-23, 12:41:08.7477, 37041, 3240, 1, GetImages
2017-05-23, 12:41:33.6869, 37041, 3305, 1, GetImages
2017-05-23, 12:42:00.1709, 37041, 3378, 1, GetImages
2017-05-23, 12:42:29.7287, 37041, 3441, 1, GetImages
2017-05-23, 12:42:56.4015, 37041, 3520, 1, GetImages
2017-05-23, 12:43:20.1922, 37041, 3620, 1, GetImages
2017-05-23, 12:43:50.9440, 37035, 120, 1, GetImages
2017-05-23, 12:44:11.0192, 37035, 328, 1, GetImages
2017-05-23, 12:44:22.4267, 37035, 486, 1, GetImages
2017-05-23, 12:44:31.7908, 37035, 585, 1, GetImages
2017-05-23, 12:44:41.5444, 37035, 673, 1, GetImages
2017-05-23, 15:28:05.1540, 37048, 46, 1, GetImages
2017-05-23, 15:28:06.0200, 37049, 44, 1, GetImages
2017-05-23, 15:28:06.9832, 37051, 125, 1, GetImages
2017-05-23, 15:28:17.5152, 37051, 389, 1, GetImages
2017-05-23, 15:28:26.3331, 37051, 667, 1, GetImages
2017-05-23, 15:31:18.3300, 37048, 46, 1, GetImages
2017-05-23, 15:31:18.4789, 37049, 44, 1, GetImages
2017-05-23, 15:31:18.9669, 37051, 125, 1, GetImages
2017-05-23, 15:31:20.5528, 37054, 42, 1, GetImages
2017-05-23, 15:31:21.2005, 37048, 46, 1, GetImages
