2017-05-23, 15:31:21.6025, 37049, 44, 1, GetImages
2017-05-23, 15:31:21.9389, 37051, 125, 1, GetImages
2017-05-23, 15:31:22.3657, 37058, 119, 1, GetImages
2017-05-23, 15:31:22.9362, 37059, 48, 1, GetImages
2017-05-23, 15:31:23.4113, 37060, 141, 1, GetImages
2017-05-23, 15:31:23.8305, 37054, 42, 1, GetImages
2017-05-23, 15:31:24.3374, 37062, 43, 1, GetImages
2017-05-23, 15:31:47.3061, 37062, 126, 1, GetImages
2017-05-23, 15:32:09.4410, 37062, 181, 1, GetImages
2017-05-23, 15:32:36.6235, 37062, 227, 1, GetImages
2017-05-23, 15:33:02.2623, 37062, 265, 1, GetImages
2017-05-23, 15:33:32.5421, 37062, 308, 1, GetImages
2017-05-23, 15:33:58.3641, 37062, 355, 1, GetImages
2017-05-23, 15:34:26.2008, 37062, 395, 1, GetImages
2017-05-23, 15:34:56.4767, 37062, 426, 1, GetImages
2017-05-23, 15:35:26.2661, 37062, 488, 1, GetImages
2017-05-23, 15:35:52.4224, 37062, 530, 1, GetImages
2017-05-23, 15:36:36.4128, 37048, 46, 1, GetImages
2017-05-23, 15:36:36.5508, 37049, 44, 1, GetImages
2017-05-23, 15:36:37.1017, 37051, 125, 1, GetImages
2017-05-23, 15:36:37.6147, 37054, 42, 1, GetImages
2017-05-23, 15:36:38.1077, 37058, 119, 1, GetImages
2017-05-23, 15:36:38.4426, 37059, 48, 1, GetImages
2017-05-23, 15:36:38.7636, 37060, 141, 1, GetImages
2017-05-23, 15:36:39.1018, 37062, 43, 1, GetImages
2017-05-23, 15:36:39.5243, 37061, 93, 1, GetImages
2017-05-23, 15:36:40.3047, 37064, 56, 1, GetImages
2017-05-23, 15:36:40.9129, 37048, 46, 1, GetImages
2017-05-23, 15:36:41.2913, 37049, 44, 1, GetImages
2017-05-23, 15:36:41.6145, 37051, 125, 1, GetImages
2017-05-23, 15:36:41.9645, 37054, 42, 1, GetImages
2017-05-23, 15:36:42.3055, 37058, 119, 1, GetImages
2017-05-23, 15:36:49.3801, 37058, 371, 1, GetImages
2017-05-23, 15:36:58.7565, 37058, 555, 1, GetImages
2017-05-23, 15:37:15.0342, 37058, 826, 1, GetImages
2017-05-23, 15:37:25.9663, 37058, 929, 1, GetImages
2017-05-23, 15:37:37.3186, 37058, 1205, 1, GetImages
2017-05-23, 15:37:48.3484, 37058, 1310, 1, GetImages
2017-05-23, 15:37:58.7629, 37058, 1584, 1, GetImages
2017-05-23, 15:38:09.2938, 37058, 1675, 1, GetImages
2017-05-23, 15:38:19.0007, 37058, 1949, 1, GetImages
2017-05-23, 15:38:29.4027, 37058, 2134, 1, GetImages
2017-05-23, 15:38:40.0069, 37058, 2234, 1, GetImages
2017-05-23, 15:38:49.8117, 37058, 2416, 1, GetImages
2017-05-23, 15:38:59.9170, 37058, 2604, 1, GetImages
2017-05-23, 15:39:10.8600, 37058, 2867, 1, GetImages
2017-05-23, 15:39:21.2275, 37058, 3012, 1, GetImages
2017-05-23, 15:39:31.9973, 37058, 3163, 1, GetImages
2017-05-23, 15:39:43.6873, 37058, 3321, 1, GetImages
2017-05-23, 15:39:54.4772, 37058, 3506, 1, GetImages
2017-05-23, 15:40:05.2530, 37058, 3687, 1, GetImages
2017-05-23, 15:40:15.7611, 37058, 3867, 1, GetImages
2017-05-23, 15:40:26.8264, 37058, 4097, 1, GetImages
2017-05-23, 15:40:38.5925, 37058, 4278, 1, GetImages
2017-05-23, 15:40:49.9421, 37058, 4489, 1, GetImages
2017-05-23, 15:41:01.5789, 37058, 4584, 1, GetImages
2017-05-23, 15:41:12.4116, 37058, 4760, 1, GetImages
2017-05-23, 15:41:22.7662, 37058, 5032, 1, GetImages
2017-05-23, 15:41:34.2200, 37058, 5194, 1, GetImages
2017-05-23, 15:41:48.7617, 37058, 5380, 1, GetImages
2017-05-23, 15:42:00.7628, 37058, 5560, 1, GetImages
2017-05-23, 15:42:11.6386, 37058, 5728, 1, GetImages
2017-05-23, 15:42:22.1879, 37058, 5822, 1, GetImages
2017-05-23, 15:42:32.2911, 37058, 6080, 1, GetImages
2017-05-23, 15:42:42.8735, 37058, 6209, 1, GetImages
2017-05-23, 15:42:53.9418, 37058, 6432, 1, GetImages
2017-05-23, 15:43:05.4422, 37058, 6612, 1, GetImages
2017-05-23, 15:43:16.3540, 37058, 6726, 1, GetImages
2017-05-23, 15:43:27.8021, 37058, 6942, 1, GetImages
2017-05-23, 15:43:39.0809, 37058, 7040, 1, GetImages
2017-05-23, 15:43:50.1563, 37058, 7213, 1, GetImages
2017-05-23, 15:44:01.1221, 37058, 7399, 1, GetImages
2017-05-23, 15:44:11.9089, 37058, 7538, 1, GetImages
2017-05-23, 15:44:22.8331, 37058, 7706, 1, GetImages
2017-05-23, 15:44:32.9945, 37058, 7874, 1, GetImages
2017-05-23, 15:44:43.2604, 37058, 8139, 1, GetImages
2017-05-23, 15:44:52.9483, 37058, 8191, 1, GetImages
2017-05-23, 15:45:02.6940, 37058, 8403, 1, GetImages
2017-05-23, 15:45:13.3019, 37059, 48, 1, GetImages
2017-05-23, 15:45:35.1161, 37059, 152, 1, GetImages
2017-05-23, 15:45:58.2100, 37059, 257, 1, GetImages
2017-05-23, 15:46:21.8535, 37059, 344, 1, GetImages
2017-05-23, 15:46:47.6638, 37059, 408, 1, GetImages
2017-05-23, 15:47:13.5792, 37059, 465, 1, GetImages
2017-05-23, 15:47:39.6827, 37059, 535, 1, GetImages
2017-05-23, 15:48:03.7793, 37059, 599, 1, GetImages
2017-05-23, 15:48:28.4759, 37059, 659, 1, GetImages
2017-05-23, 15:48:56.2632, 37059, 718, 1, GetImages
2017-05-23, 15:49:24.3058, 37059, 779, 1, GetImages
2017-05-23, 15:49:51.1684, 37059, 835, 1, GetImages
2017-05-23, 15:50:19.7515, 37059, 895, 1, GetImages
2017-05-23, 15:50:47.3732, 37059, 957, 1, GetImages
2017-05-23, 15:51:14.3956, 37059, 1021, 1, GetImages
2017-05-23, 15:51:40.9293, 37059, 1086, 1, GetImages
2017-05-23, 15:52:07.1804, 37059, 1148, 1, GetImages
2017-05-23, 15:52:35.0400, 37059, 1219, 1, GetImages
2017-05-23, 15:53:03.4451, 37059, 1277, 1, GetImages
2017-05-23, 15:53:30.5485, 37059, 1341, 1, GetImages
2017-05-23, 15:53:57.7167, 37059, 1407, 1, GetImages
2017-05-23, 15:54:23.6792, 37059, 1470, 1, GetImages
2017-05-23, 15:54:50.6783, 37059, 1521, 1, GetImages
2017-05-23, 15:55:16.1637, 37059, 1595, 1, GetImages
2017-05-23, 15:55:43.1331, 37059, 1660, 1, GetImages
2017-05-23, 15:56:10.8309, 37059, 1729, 1, GetImages
2017-05-23, 15:56:39.7311, 37059, 1787, 1, GetImages
2017-05-23, 15:57:05.9332, 37059, 1846, 1, GetImages
2017-05-23, 15:57:32.1945, 37059, 1905, 1, GetImages
2017-05-23, 15:57:58.8937, 37059, 1965, 1, GetImages
2017-05-23, 15:58:25.7034, 37059, 2027, 1, GetImages
2017-05-23, 15:58:54.0089, 37059, 2131, 1, GetImages
2017-05-23, 15:59:20.1115, 37059, 2169, 1, GetImages
2017-05-23, 15:59:47.3891, 37059, 2231, 1, GetImages
2017-05-23, 16:00:13.2385, 37059, 2304, 1, GetImages
2017-05-23, 16:00:38.6406, 37059, 2353, 1, GetImages
2017-05-23, 16:01:04.3956, 37059, 2417, 1, GetImages
2017-05-23, 16:01:29.8818, 37059, 2465, 1, GetImages
2017-05-23, 16:01:56.9513, 37059, 2551, 1, GetImages
2017-05-23, 16:02:21.8552, 37059, 2675, 1, GetImages
2017-05-23, 16:02:45.3424, 37059, 2739, 1, GetImages
2017-05-23, 16:03:13.2099, 37059, 2865, 1, GetImages
2017-05-23, 16:03:38.9520, 37059, 2896, 1, GetImages
2017-05-23, 16:04:03.9362, 37059, 2985, 1, GetImages
2017-05-23, 16:04:28.2014, 37059, 3099, 1, GetImages
2017-05-23, 16:04:53.5815, 37059, 3161, 1, GetImages
2017-05-23, 16:05:19.5284, 37059, 3230, 1, GetImages
2017-05-23, 16:05:44.4896, 37059, 3310, 1, GetImages
2017-05-23, 16:06:10.9678, 37059, 3360, 1, GetImages
2017-05-23, 16:06:38.5057, 37059, 3414, 1, GetImages
2017-05-23, 16:07:03.3206, 37059, 3488, 1, GetImages
2017-05-23, 16:07:30.2853, 37059, 3613, 1, GetImages
2017-05-23, 16:07:58.0226, 37059, 3635, 1, GetImages
2017-05-23, 16:08:23.4038, 37059, 3708, 1, GetImages
2017-05-23, 16:08:50.3023, 37059, 3837, 1, GetImages
2017-05-23, 16:09:17.8001, 37059, 3926, 1, GetImages
2017-05-23, 16:09:45.4001, 37059, 3946, 1, GetImages
2017-05-23, 16:10:12.2782, 37059, 4022, 1, GetImages
2017-05-23, 16:10:37.8015, 37059, 4133, 1, GetImages
2017-05-23, 16:11:06.7173, 37059, 4170, 1, GetImages
2017-05-23, 16:11:37.0545, 37059, 4262, 1, GetImages
2017-05-23, 16:12:06.1713, 37059, 4333, 1, GetImages
2017-05-23, 16:12:31.3635, 37059, 4397, 1, GetImages
2017-05-23, 16:12:57.7142, 37060, 141, 1, GetImages
2017-05-23, 16:13:08.0584, 37060, 440, 1, GetImages
2017-05-23, 16:13:15.9122, 37060, 756, 1, GetImages
2017-05-23, 16:13:24.5907, 37060, 1071, 1, GetImages
2017-05-23, 16:13:32.4971, 37060, 1296, 1, GetImages
2017-05-23, 16:13:41.9943, 37060, 1484, 1, GetImages
2017-05-23, 16:13:50.0101, 37060, 1704, 1, GetImages
2017-05-23, 16:13:58.8587, 37060, 2008, 1, GetImages
2017-05-23, 16:14:09.1500, 37060, 2139, 1, GetImages
2017-05-23, 16:14:17.5906, 37060, 2369, 1, GetImages
2017-05-23, 16:14:26.3462, 37060, 2549, 1, GetImages
